,NO,GAP,TIME,LAP,race_id
0,3,0,2:25.733,1,11
1,6,0.424,2:26.157,1,11
2,44,1.428,2:27.161,1,11
3,5,3.249,2:28.982,1,11
4,27,4.633,2:30.366,1,11
5,55,6.133,2:31.866,1,11
6,11,8.072,2:33.805,1,11
7,14,10.048,2:35.781,1,11
8,77,14.678,2:40.411,1,11
9,7,16.418,2:42.151,1,11
10,21,18.079,2:43.812,1,11
11,22,23.183,2:48.916,1,11
12,19,25.029,2:50.762,1,11
13,8,26.710,2:52.443,1,11
14,20,31.536,2:57.269,1,11
15,9,33.541,2:59.274,1,11
16,30,36.694,3:02.427,1,11
17,88,41.808,3:07.541,1,11
18,94,45.773,3:11.506,1,11
19,33,47.826,3:13.559,1,11
20,12,49.980,3:15.713,1,11
21,3,0,2:13.279,2,11
22,6,1.792,2:14.647,2,11
23,44,2.753,2:14.604,2,11
24,5,4.314,2:14.344,2,11
25,27,5.767,2:14.413,2,11
26,55,7.330,2:14.476,2,11
27,11,8.649,2:13.856,2,11
28,14,10.288,2:13.519,2,11
29,77,11.755,2:10.356,2,11
30,7,12.947,2:09.808,2,11
31,26,PIT,4:52.561,2,11
32,21,13.754,2:08.954,2,11
33,22,16.374,2:06.470,2,11
34,19,17.407,2:05.657,2,11
35,8,18.305,2:04.874,2,11
36,20,19.329,2:01.072,2,11
37,9,21.127,2:00.865,2,11
38,30,21.889,1:58.474,2,11
39,88,23.978,1:55.449,2,11
40,94,26.159,1:53.665,2,11
41,33,27.337,1:52.790,2,11
42,3,0,2:09.882,3,11
43,6,1.226,2:09.316,3,11
44,44,2.844,2:09.973,3,11
45,5,4.525,2:10.093,3,11
46,27,5.708,2:09.823,3,11
47,55,6.734,2:09.286,3,11
48,11,7.670,2:08.903,3,11
49,14,8.513,2:08.107,3,11
50,77,9.502,2:07.629,3,11
51,7,10.810,2:07.745,3,11
52,21,11.659,2:07.787,3,11
53,22,13.316,2:06.824,3,11
54,19,14.678,2:07.153,3,11
55,8,15.909,2:07.486,3,11
56,20,17.028,2:07.581,3,11
57,9,18.273,2:07.028,3,11
58,30,19.372,2:07.365,3,11
59,88,22.426,2:08.330,3,11
60,94,23.406,2:07.129,3,11
61,33,24.330,2:06.875,3,11
62,12,25.905,2:05.165,3,11
63,3,0,2:08.382,4,11
64,6,1.076,2:08.232,4,11
65,44,3.778,2:09.316,4,11
66,5,4.519,2:08.376,4,11
67,27,5.401,2:08.075,4,11
68,55,6.625,2:08.273,4,11
69,11,7.323,2:08.035,4,11
70,14,8.563,2:08.432,4,11
71,77,9.788,2:08.668,4,11
72,7,11.205,2:08.777,4,11
73,21,12.215,2:08.938,4,11
74,22,14.080,2:09.146,4,11
75,19,15.162,2:08.866,4,11
76,8,16.675,2:09.148,4,11
77,20,17.691,2:09.045,4,11
78,9,18.682,2:08.791,4,11
79,30,19.720,2:08.730,4,11
80,88,21.409,2:07.365,4,11
81,94,22.404,2:07.380,4,11
82,33,23.537,2:07.589,4,11
83,12,25.014,2:07.491,4,11
84,3,0,2:08.107,5,11
85,6,1.575,2:08.606,5,11
86,44,2.937,2:07.266,5,11
87,5,3.886,2:07.474,5,11
88,27,6.183,2:08.889,5,11
89,55,7.778,2:09.260,5,11
90,11,8.790,2:09.574,5,11
91,14,9.617,2:09.161,5,11
92,77,10.284,2:08.603,5,11
93,7,11.554,2:08.456,5,11
94,21,12.655,2:08.547,5,11
95,22,13.699,2:07.726,5,11
96,19,14.852,2:07.797,5,11
97,8,16.463,2:07.895,5,11
98,20,17.174,2:07.590,5,11
99,9,18.838,2:08.263,5,11
100,30,20.123,2:08.510,5,11
101,88,21.306,2:08.004,5,11
102,94,22.601,2:08.304,5,11
103,33,23.062,2:07.632,5,11
104,12,24.894,2:07.987,5,11
105,3,0,2:08.027,11,11
106,6,1.057,2:07.509,11,11
107,44,3.961,2:09.051,11,11
108,5,5.303,2:09.444,11,11
109,27,6.836,2:08.680,11,11
110,55,8.369,2:08.618,11,11
111,11,9.514,2:08.751,11,11
112,14,10.925,2:09.335,11,11
113,77,12.569,2:10.312,11,11
114,7,13.304,2:09.777,11,11
115,21,14.426,2:09.798,11,11
116,22,15.468,2:09.796,11,11
117,19,16.623,2:09.798,11,11
118,8,18.141,2:09.705,11,11
119,20,19.046,2:09.899,11,11
120,9,20.244,2:09.433,11,11
121,30,21.680,2:09.584,11,11
122,88,22.816,2:09.537,11,11
123,94,23.784,2:09.210,11,11
124,33,24.306,2:09.271,11,11
125,12,26.212,2:09.345,11,11
126,26,1 LAP,1:54.071,11,11
127,3,0,2:11.643,12,11
128,6,1.178,2:11.764,12,11
129,44,1.603,2:09.285,12,11
130,5,2.502,2:08.842,12,11
131,27,3.080,2:07.887,12,11
132,55,4.565,2:07.839,12,11
133,11,4.947,2:07.076,12,11
134,14,5.716,2:06.434,12,11
135,77,6.472,2:05.546,12,11
136,7,7.353,2:05.692,12,11
137,21,8.028,2:05.245,12,11
138,22,9.206,2:05.381,12,11
139,19,9.739,2:04.759,12,11
140,8,10.654,2:04.156,12,11
141,9,12.206,2:03.605,12,11
142,30,13.187,2:03.150,12,11
143,88,14.799,2:03.626,12,11
144,33,15.207,2:02.544,12,11
145,94,15.547,2:03.406,12,11
146,12,15.862,2:01.293,12,11
147,26,1 LAP,2:00.602,12,11
