,NO,STOP,race_id
0,2,1,17
1,5,1,17
2,7,1,17
3,9,2,17
4,11,1,17
5,14,1,17
6,18,1,17
7,20,1,17
8,26,1,17
9,30,1,17
10,31,1,17
11,33,1,17
12,44,1,17
13,55,1,17
14,77,1,17
15,94,2,17
