,NO,GAP,TIME,LAP,race_id
0,44,0,1:15.725,1,14
1,22,0.664,1:16.389,1,14
2,7,1.312,1:17.037,1,14
3,27,1.722,1:17.447,1,14
4,6,2.364,1:18.089,1,14
5,3,2.763,1:18.488,1,14
6,33,3.068,1:18.793,1,14
7,5,3.473,1:19.198,1,14
8,77,3.882,1:19.607,1,14
9,55,4.473,1:20.198,1,14
10,11,5.131,1:20.856,1,14
11,94,5.570,1:21.295,1,14
12,8,6.029,1:21.754,1,14
13,14,6.221,1:21.946,1,14
14,20,6.640,1:22.365,1,14
15,30,6.825,1:22.550,1,14
16,9,7.193,1:22.918,1,14
17,21,7.839,1:23.564,1,14
18,12,8.138,1:23.863,1,14
19,88,9.030,1:24.755,1,14
20,19,9.331,1:25.056,1,14
21,26,10.606,1:26.331,1,14
22,44,0,1:11.825,2,14
23,22,1.313,1:12.474,2,14
24,7,2.031,1:12.544,2,14
25,27,2.842,1:12.945,2,14
26,6,3.536,1:12.997,2,14
27,33,4.477,1:13.234,2,14
28,3,4.683,1:13.745,2,14
29,5,4.955,1:13.307,2,14
30,77,5.578,1:13.521,2,14
31,55,6.151,1:13.503,2,14
32,11,6.740,1:13.434,2,14
33,94,7.360,1:13.615,2,14
34,14,7.920,1:13.524,2,14
35,8,8.657,1:14.453,2,14
36,20,9.027,1:14.212,2,14
37,30,9.771,1:14.771,2,14
38,9,10.630,1:15.262,2,14
39,21,11.165,1:15.151,2,14
40,19,11.769,1:14.263,2,14
41,12,12.294,1:15.981,2,14
42,88,12.779,1:15.574,2,14
43,26,17.083,1:18.302,2,14
44,44,0,1:11.885,3,14
45,22,1.982,1:12.554,3,14
46,7,2.451,1:12.305,3,14
47,27,3.422,1:12.465,3,14
48,6,4.535,1:12.884,3,14
49,33,5.017,1:12.425,3,14
50,3,5.429,1:12.631,3,14
51,5,5.888,1:12.818,3,14
52,77,6.572,1:12.879,3,14
53,55,6.970,1:12.704,3,14
54,11,7.603,1:12.748,3,14
55,94,8.344,1:12.869,3,14
56,14,9.168,1:13.133,3,14
57,8,9.815,1:13.043,3,14
58,20,10.180,1:13.038,3,14
59,30,10.766,1:12.880,3,14
60,9,11.871,1:13.126,3,14
61,21,12.384,1:13.104,3,14
62,19,12.842,1:12.958,3,14
63,12,13.689,1:13.280,3,14
64,88,14.917,1:14.023,3,14
65,44,0,1:11.774,4,14
66,22,2.225,1:12.017,4,14
67,7,2.701,1:12.024,4,14
68,27,3.714,1:12.066,4,14
69,6,4.442,1:11.681,4,14
70,33,5.013,1:11.770,4,14
71,3,5.673,1:12.018,4,14
72,5,6.237,1:12.123,4,14
73,77,7.401,1:12.603,4,14
74,55,7.922,1:12.726,4,14
75,11,8.500,1:12.671,4,14
76,94,9.275,1:12.705,4,14
77,14,9.902,1:12.508,4,14
78,8,10.626,1:12.585,4,14
79,20,11.216,1:12.810,4,14
80,30,11.742,1:12.750,4,14
81,9,12.786,1:12.689,4,14
82,21,13.312,1:12.702,4,14
83,19,13.897,1:12.829,4,14
84,12,14.795,1:12.880,4,14
85,88,16.460,1:13.317,4,14
86,44,0,1:11.661,5,14
87,22,2.528,1:11.964,5,14
88,7,3.047,1:12.007,5,14
89,27,4.439,1:12.386,5,14
90,6,4.705,1:11.924,5,14
91,33,5.124,1:11.772,5,14
92,3,5.738,1:11.726,5,14
93,5,6.370,1:11.794,5,14
94,77,8.183,1:12.443,5,14
95,55,8.772,1:12.511,5,14
96,11,9.547,1:12.708,5,14
97,94,10.279,1:12.665,5,14
98,14,10.908,1:12.667,5,14
99,8,11.632,1:12.667,5,14
100,20,12.081,1:12.526,5,14
101,30,13.210,1:13.129,5,14
102,9,13.858,1:12.733,5,14
103,21,14.299,1:12.648,5,14
104,19,14.836,1:12.600,5,14
105,12,16.276,1:13.142,5,14
106,88,18.098,1:13.299,5,14
107,44,0,1:11.693,6,14
108,22,2.888,1:12.053,6,14
109,7,3.274,1:11.920,6,14
110,6,4.691,1:11.679,6,14
111,33,5.308,1:11.877,6,14
112,27,6.562,1:13.816,6,14
113,5,6.801,1:12.124,6,14
114,3,7.215,1:13.170,6,14
115,77,9.138,1:12.648,6,14
116,55,9.532,1:12.453,6,14
117,11,10.328,1:12.474,6,14
118,94,11.233,1:12.647,6,14
119,14,11.774,1:12.559,6,14
120,8,12.653,1:12.714,6,14
121,20,13.119,1:12.731,6,14
122,30,13.999,1:12.482,6,14
123,9,14.714,1:12.549,6,14
124,21,16.442,1:13.836,6,14
125,19,16.482,1:13.339,6,14
126,12,17.531,1:12.948,6,14
127,88,19.432,1:13.027,6,14
128,44,0,1:11.250,7,14
129,7,3.564,1:11.540,7,14
130,22,4.598,1:12.960,7,14
131,6,5.122,1:11.681,7,14
132,33,5.696,1:11.638,7,14
133,5,7.188,1:11.637,7,14
134,3,7.963,1:11.998,7,14
135,27,9.280,1:13.968,7,14
136,77,10.638,1:12.750,7,14
137,55,11.157,1:12.875,7,14
138,11,12.176,1:13.098,7,14
139,94,12.725,1:12.742,7,14
140,14,13.217,1:12.693,7,14
141,8,14.138,1:12.735,7,14
142,20,14.677,1:12.808,7,14
143,30,15.682,1:12.933,7,14
144,9,16.418,1:12.954,7,14
145,19,18.493,1:13.261,7,14
146,21,19.230,1:14.038,7,14
147,12,19.614,1:13.333,7,14
148,88,21.439,1:13.257,7,14
149,44,0,1:11.180,8,14
150,7,3.804,1:11.420,8,14
151,6,6.017,1:12.075,8,14
152,22,6.735,1:13.317,8,14
153,33,6.929,1:12.413,8,14
154,5,7.977,1:11.969,8,14
155,3,8.653,1:11.870,8,14
156,77,12.444,1:12.986,8,14
157,55,12.946,1:12.969,8,14
158,11,14.153,1:13.157,8,14
159,27,PIT,1:16.326,8,14
160,94,15.087,1:13.542,8,14
161,8,16.289,1:13.331,8,14
162,20,16.949,1:13.452,8,14
163,30,17.644,1:13.142,8,14
164,9,18.356,1:13.118,8,14
165,14,PIT,1:16.877,8,14
166,19,20.181,1:12.868,8,14
167,21,20.956,1:12.906,8,14
168,12,21.677,1:13.243,8,14
169,88,23.378,1:13.119,8,14
170,44,0,1:11.502,9,14
171,7,3.717,1:11.415,9,14
172,6,6.954,1:12.439,9,14
173,33,7.407,1:11.980,9,14
174,5,9.494,1:13.019,9,14
175,3,9.752,1:12.601,9,14
176,22,PIT,1:17.158,9,14
177,77,PIT,1:15.824,9,14
178,94,16.870,1:13.285,9,14
179,8,17.929,1:13.142,9,14
180,55,PIT,1:16.506,9,14
181,20,19.139,1:13.692,9,14
182,11,PIT,1:16.865,9,14
183,30,19.785,1:13.643,9,14
184,9,20.269,1:13.415,9,14
185,19,21.702,1:13.023,9,14
186,21,22.476,1:13.022,9,14
187,12,22.966,1:12.791,9,14
188,88,25.029,1:13.153,9,14
189,27,32.900,1:29.976,9,14
190,14,36.697,1:29.285,9,14
