,NO,STOP,race_id
0,2,1,24
1,5,2,24
2,7,1,24
3,8,2,24
4,11,2,24
5,14,1,24
6,18,1,24
7,19,1,24
8,20,1,24
9,31,1,24
10,33,1,24
11,44,2,24
12,77,1,24
13,94,1,24
