,NO,GAP,TIME,LAP,race_id
0,5,0,1:26.081,1,12
1,44,0.297,1:26.378,1,12
2,33,1.324,1:27.405,1,12
3,3,2.562,1:28.643,1,12
4,7,3.278,1:29.359,1,12
5,77,3.691,1:29.772,1,12
6,19,4.292,1:30.373,1,12
7,14,4.776,1:30.857,1,12
8,27,5.190,1:31.271,1,12
9,6,5.808,1:31.889,1,12
10,22,6.162,1:32.243,1,12
11,11,6.547,1:32.628,1,12
12,21,7.027,1:33.108,1,12
13,26,7.443,1:33.524,1,12
14,8,8.140,1:34.221,1,12
15,55,8.638,1:34.719,1,12
16,94,9.636,1:35.717,1,12
17,30,10.096,1:36.177,1,12
18,9,10.432,1:36.513,1,12
19,20,11.436,1:37.517,1,12
20,88,12.228,1:38.309,1,12
21,12,16.213,1:42.294,1,12
22,5,0,1:19.041,2,12
23,44,1.272,1:20.016,2,12
24,33,2.064,1:19.781,2,12
25,3,3.497,1:19.976,2,12
26,7,4.347,1:20.110,2,12
27,77,5.192,1:20.542,2,12
28,19,5.933,1:20.682,2,12
29,27,7.270,1:21.121,2,12
30,14,7.301,1:21.566,2,12
31,6,7.598,1:20.831,2,12
32,22,8.298,1:21.177,2,12
33,11,9.139,1:21.633,2,12
34,21,9.913,1:21.927,2,12
35,8,10.999,1:21.900,2,12
36,26,11.312,1:22.910,2,12
37,55,11.606,1:22.009,2,12
38,94,13.009,1:22.414,2,12
39,30,13.680,1:22.625,2,12
40,9,14.002,1:22.611,2,12
41,20,14.990,1:22.595,2,12
42,88,16.105,1:22.918,2,12
43,12,18.511,1:21.339,2,12
44,5,0,1:18.331,3,12
45,44,1.271,1:18.330,3,12
46,33,2.612,1:18.879,3,12
47,3,4.503,1:19.337,3,12
48,7,5.165,1:19.149,3,12
49,77,6.525,1:19.664,3,12
50,19,7.405,1:19.803,3,12
51,27,8.801,1:19.862,3,12
52,6,10.121,1:20.854,3,12
53,14,10.588,1:21.618,3,12
54,22,11.306,1:21.339,3,12
55,11,11.665,1:20.857,3,12
56,21,12.337,1:20.755,3,12
57,8,13.183,1:20.515,3,12
58,26,13.761,1:20.780,3,12
59,55,14.303,1:21.028,3,12
60,94,15.790,1:21.112,3,12
61,30,16.227,1:20.878,3,12
62,9,16.792,1:21.121,3,12
63,20,17.984,1:21.325,3,12
64,88,18.985,1:21.211,3,12
65,12,20.961,1:20.781,3,12
66,5,0,1:17.916,4,12
67,44,1.178,1:17.823,4,12
68,33,3.513,1:18.817,4,12
69,3,5.445,1:18.858,4,12
70,7,6.103,1:18.854,4,12
71,77,7.474,1:18.865,4,12
72,19,8.603,1:19.114,4,12
73,27,10.177,1:19.292,4,12
74,6,11.063,1:18.858,4,12
75,14,12.774,1:20.102,4,12
76,22,13.497,1:20.107,4,12
77,11,13.877,1:20.128,4,12
78,21,14.521,1:20.100,4,12
79,8,15.139,1:19.872,4,12
80,26,16.095,1:20.250,4,12
81,55,16.566,1:20.179,4,12
82,94,17.805,1:19.931,4,12
83,9,19.380,1:20.504,4,12
84,30,20.276,1:21.965,4,12
85,20,20.432,1:20.364,4,12
86,88,21.309,1:20.240,4,12
87,12,23.822,1:20.777,4,12
88,5,0,1:17.677,5,12
89,44,0.901,1:17.400,5,12
90,33,4.961,1:19.125,5,12
