,NO,STOP,race_id,year,race_in_year,track
0,2,5,20,2017,13,Singapore
1,3,5,20,2017,13,Singapore
2,8,4,20,2017,13,Singapore
3,11,5,20,2017,13,Singapore
4,18,4,20,2017,13,Singapore
5,19,6,20,2017,13,Singapore
6,30,5,20,2017,13,Singapore
7,31,6,20,2017,13,Singapore
8,44,4,20,2017,13,Singapore
9,55,4,20,2017,13,Singapore
10,77,4,20,2017,13,Singapore
11,94,5,20,2017,13,Singapore
