,NO,STOP,race_id
0,2,1,21
1,3,1,21
2,5,1,21
3,8,2,21
4,9,1,21
5,10,1,21
6,11,1,21
7,14,1,21
8,18,1,21
9,19,1,21
10,20,1,21
11,27,2,21
12,30,1,21
13,31,1,21
14,33,1,21
15,44,1,21
16,77,1,21
17,94,1,21
