,NO,STOP,race_id,year,race_in_year,track
0,3,1,19,2017,12,Monza
1,5,1,19,2017,12,Monza
2,7,1,19,2017,12,Monza
3,8,2,19,2017,12,Monza
4,11,1,19,2017,12,Monza
5,18,1,19,2017,12,Monza
6,19,1,19,2017,12,Monza
7,20,1,19,2017,12,Monza
8,26,1,19,2017,12,Monza
9,27,1,19,2017,12,Monza
10,31,1,19,2017,12,Monza
11,33,2,19,2017,12,Monza
12,44,1,19,2017,12,Monza
13,55,1,19,2017,12,Monza
14,77,1,19,2017,12,Monza
15,94,1,19,2017,12,Monza
