,NO,GAP,TIME,LAP,race_id
94,27,7.401,1:35.308,6,33
95,77,8.692,1:34.998,6,33
96,31,10.719,1:36.235,6,33
97,11,11.734,1:36.563,6,33
98,2,12.765,1:36.941,6,33
99,19,13.765,1:37.057,6,33
100,8,14.424,1:37.226,6,33
101,18,14.964,1:37.171,6,33
102,14,15.586,1:37.351,6,33
103,20,16.924,1:37.926,6,33
104,94,17.988,1:37.442,6,33
105,3,18.575,1:37.150,6,33
106,9,20.094,1:39.005,6,33
107,26,21.001,1:39.738,6,33
108,44,0,1:33.197,7,33
109,7,2.538,1:33.767,7,33
110,33,5.416,1:34.337,7,33
111,5,6.221,1:34.054,7,33
112,77,9.508,1:34.013,7,33
113,27,10.321,1:36.117,7,33
114,31,12.751,1:35.229,7,33
115,11,14.037,1:35.500,7,33
116,2,15.507,1:35.939,7,33
117,19,16.602,1:36.034,7,33
118,8,17.303,1:36.076,7,33
119,18,18.299,1:36.532,7,33
120,14,18.984,1:36.595,7,33
121,20,20.215,1:36.488,7,33
122,3,20.734,1:35.356,7,33
123,94,21.930,1:37.139,7,33
124,9,23.015,1:36.118,7,33
125,26,24.061,1:36.257,7,33
126,44,0,1:33.612,8,33
127,7,2.394,1:33.468,8,33
128,33,6.231,1:34.427,8,33
129,5,7.072,1:34.463,8,33
130,77,10.171,1:34.275,8,33
131,27,12.283,1:35.574,8,33
132,31,15.112,1:35.973,8,33
133,11,16.203,1:35.778,8,33
134,2,17.752,1:35.857,8,33
135,19,18.762,1:35.772,8,33
136,8,19.759,1:36.068,8,33
137,18,21.061,1:36.374,8,33
138,14,21.826,1:36.454,8,33
139,3,22.385,1:35.263,8,33
140,20,23.826,1:37.223,8,33
141,94,24.908,1:36.590,8,33
142,9,25.736,1:36.333,8,33
143,26,27.382,1:36.933,8,33
144,44,0,1:33.422,9,33
145,7,2.465,1:33.493,9,33
146,33,6.984,1:34.175,9,33
147,5,7.949,1:34.299,9,33
148,77,10.716,1:33.967,9,33
149,27,13.964,1:35.103,9,33
150,31,17.270,1:35.580,9,33
151,11,18.289,1:35.508,9,33
152,2,20.028,1:35.698,9,33
153,19,21.029,1:35.689,9,33
154,8,22.405,1:36.068,9,33
155,18,23.858,1:36.219,9,33
156,14,24.515,1:36.111,9,33
157,3,24.898,1:35.935,9,33
158,20,26.817,1:36.413,9,33
159,94,28.067,1:36.581,9,33
160,9,28.736,1:36.422,9,33
161,26,PIT,1:35.977,9,33
162,44,0,1:33.389,10,33
163,7,2.375,1:33.299,10,33
164,33,7.727,1:34.132,10,33
165,5,8.761,1:34.201,10,33
166,77,11.233,1:33.906,10,33
167,27,15.338,1:34.763,10,33
168,31,19.318,1:35.437,10,33
169,11,20.478,1:35.578,10,33
170,2,22.296,1:35.657,10,33
171,19,23.432,1:35.792,10,33
172,8,24.946,1:35.930,10,33
173,18,26.563,1:36.094,10,33
174,14,27.147,1:36.021,10,33
175,3,27.918,1:36.409,10,33
176,20,29.596,1:36.168,10,33
177,9,31.375,1:36.028,10,33
178,94,32.141,1:37.463,10,33
179,26,46.062,1:49.514,10,33
180,44,0,1:33.124,11,33
181,7,2.678,1:33.427,11,33
182,33,8.635,1:34.032,11,33
183,5,9.485,1:33.848,11,33
184,77,12.262,1:34.153,11,33
185,27,17.097,1:34.883,11,33
186,31,21.655,1:35.461,11,33
187,11,22.690,1:35.336,11,33
188,2,24.678,1:35.506,11,33
189,19,26.244,1:35.936,11,33
190,8,27.953,1:36.131,11,33
191,18,29.392,1:35.953,11,33
192,3,30.591,1:35.797,11,33
193,14,31.370,1:37.347,11,33
194,20,32.431,1:35.959,11,33
195,9,34.067,1:35.816,11,33
196,94,35.759,1:36.742,11,33
197,26,48.349,1:35.411,11,33
198,44,0,1:32.895,12,33
199,7,3.168,1:33.385,12,33
200,33,9.804,1:34.064,12,33
201,5,10.688,1:34.098,12,33
202,77,13.612,1:34.245,12,33
203,27,18.984,1:34.782,12,33
204,31,23.883,1:35.123,12,33
205,11,24.881,1:35.086,12,33
206,2,27.229,1:35.446,12,33
207,19,29.135,1:35.786,12,33
208,8,31.081,1:36.023,12,33
209,18,32.357,1:35.860,12,33
210,3,32.866,1:35.170,12,33
211,14,34.369,1:35.894,12,33
212,20,35.415,1:35.879,12,33
213,9,37.401,1:36.229,12,33
214,94,38.841,1:35.977,12,33
215,26,51.084,1:35.630,12,33
216,44,0,1:32.504,13,33
217,7,4.094,1:33.430,13,33
218,33,12.450,1:35.150,13,33
219,5,12.914,1:34.730,13,33
220,77,15.097,1:33.989,13,33
221,27,21.282,1:34.802,13,33
222,31,26.607,1:35.228,13,33
223,11,27.490,1:35.113,13,33
224,2,30.049,1:35.324,13,33
225,19,32.107,1:35.476,13,33
226,8,34.266,1:35.689,13,33
227,3,35.124,1:34.762,13,33
228,18,36.530,1:36.677,13,33
229,14,37.743,1:35.878,13,33
230,20,38.814,1:35.903,13,33
231,9,41.408,1:36.511,13,33
232,94,42.655,1:36.318,13,33
233,26,53.910,1:35.330,13,33
234,44,0,1:33.433,14,33
235,7,4.056,1:33.395,14,33
236,33,13.154,1:34.137,14,33
237,5,14.136,1:34.655,14,33
238,77,15.628,1:33.964,14,33
239,27,22.800,1:34.951,14,33
240,31,28.311,1:35.137,14,33
241,11,29.251,1:35.194,14,33
242,2,31.789,1:35.173,14,33
243,19,34.034,1:35.360,14,33
244,3,37.229,1:35.538,14,33
245,8,37.576,1:36.743,14,33
246,18,38.886,1:35.789,14,33
247,14,40.121,1:35.811,14,33
248,20,41.146,1:35.765,14,33
249,9,43.800,1:35.825,14,33
250,94,45.390,1:36.168,14,33
251,26,55.608,1:35.131,14,33
252,44,0,1:33.228,15,33
253,7,4.123,1:33.295,15,33
254,33,13.795,1:33.869,15,33
255,5,15.021,1:34.113,15,33
256,77,16.488,1:34.088,15,33
257,27,24.137,1:34.565,15,33
258,31,30.311,1:35.228,15,33
259,11,31.672,1:35.649,15,33
260,2,33.865,1:35.304,15,33
261,19,36.358,1:35.552,15,33
262,3,38.796,1:34.795,15,33
263,8,40.771,1:36.423,15,33
264,18,41.698,1:36.040,15,33
265,14,42.826,1:35.933,15,33
266,20,43.853,1:35.935,15,33
267,9,46.147,1:35.575,15,33
268,94,47.845,1:35.683,15,33
269,26,58.123,1:35.743,15,33
270,44,0,1:33.174,16,33
271,7,3.941,1:32.992,16,33
272,33,14.348,1:33.727,16,33
273,5,15.157,1:33.310,16,33
274,77,16.799,1:33.485,16,33
275,27,25.461,1:34.498,16,33
276,31,32.198,1:35.061,16,33
277,11,33.878,1:35.380,16,33
278,2,36.046,1:35.355,16,33
279,19,38.524,1:35.340,16,33
280,3,40.088,1:34.466,16,33
281,8,43.115,1:35.518,16,33
282,18,44.030,1:35.506,16,33
283,14,45.262,1:35.610,16,33
284,20,46.185,1:35.506,16,33
285,9,48.232,1:35.259,16,33
286,94,50.055,1:35.384,16,33
287,26,60.651,1:35.702,16,33
288,44,0,1:32.877,17,33
289,7,4.291,1:33.227,17,33
290,33,15.732,1:34.261,17,33
291,5,16.350,1:34.070,17,33
292,77,17.667,1:33.745,17,33
293,27,27.356,1:34.772,17,33
294,31,34.836,1:35.515,17,33
295,11,36.278,1:35.277,17,33
296,2,38.454,1:35.285,17,33
297,19,41.222,1:35.575,17,33
298,3,41.832,1:34.621,17,33
299,8,45.841,1:35.603,17,33
300,18,46.851,1:35.698,17,33
301,14,47.943,1:35.558,17,33
302,20,49.038,1:35.730,17,33
303,9,50.937,1:35.582,17,33
304,94,52.988,1:35.810,17,33
305,26,63.732,1:35.958,17,33
306,44,0,1:32.360,18,33
307,7,5.204,1:33.273,18,33
308,33,17.175,1:33.803,18,33
309,5,PIT,1:33.246,18,33
310,77,19.310,1:34.003,18,33
311,27,29.790,1:34.794,18,33
312,31,37.770,1:35.294,18,33
313,11,39.410,1:35.492,18,33
314,2,41.365,1:35.271,18,33
315,3,44.318,1:34.846,18,33
316,19,45.351,1:36.489,18,33
317,8,49.033,1:35.552,18,33
318,18,50.377,1:35.886,18,33
319,14,51.396,1:35.813,18,33
320,20,52.240,1:35.562,18,33
321,9,54.087,1:35.510,18,33
322,94,56.261,1:35.633,18,33
323,26,66.958,1:35.586,18,33
324,44,0,1:32.456,19,33
325,7,6.029,1:33.281,19,33
326,33,PIT,1:32.928,19,33
327,77,19.952,1:33.098,19,33
328,27,32.177,1:34.843,19,33
329,5,36.344,1:51.564,19,33
330,31,40.841,1:35.527,19,33
331,11,42.448,1:35.494,19,33
332,2,43.988,1:35.079,19,33
333,3,46.520,1:34.658,19,33
334,19,48.818,1:35.923,19,33
335,8,52.445,1:35.868,19,33
336,18,53.294,1:35.373,19,33
337,14,55.003,1:36.063,19,33
338,20,55.681,1:35.897,19,33
339,9,57.174,1:35.543,19,33
340,94,59.384,1:35.579,19,33
341,26,70.156,1:35.654,19,33
342,44,0,1:32.286,20,33
343,7,7.259,1:33.516,20,33
344,77,20.632,1:32.966,20,33
345,27,34.596,1:34.705,20,33
346,5,36.283,1:32.225,20,33
347,33,39.123,1:53.762,20,33
348,31,PIT,1:34.564,20,33
349,11,45.282,1:35.120,20,33
350,2,46.772,1:35.070,20,33
351,3,48.448,1:34.214,20,33
352,19,52.022,1:35.490,20,33
353,8,55.321,1:35.162,20,33
354,18,56.488,1:35.480,20,33
355,14,PIT,1:35.878,20,33
356,20,59.504,1:36.109,20,33
357,9,60.977,1:36.089,20,33
358,94,62.780,1:35.682,20,33
359,26,73.640,1:35.770,20,33
360,44,0,1:32.304,21,33
361,7,8.385,1:33.430,21,33
362,77,20.705,1:32.377,21,33
363,5,36.442,1:32.463,21,33
364,27,37.567,1:35.275,21,33
365,33,39.271,1:32.452,21,33
366,11,47.895,1:34.917,21,33
367,2,49.581,1:35.113,21,33
368,3,50.603,1:34.459,21,33
369,19,54.875,1:35.157,21,33
370,8,58.273,1:35.256,21,33
371,18,59.956,1:35.772,21,33
372,20,62.195,1:34.995,21,33
373,9,64.097,1:35.424,21,33
374,31,65.292,1:54.477,21,33
375,94,66.770,1:36.294,21,33
376,26,77.155,1:35.819,21,33
377,14,79.490,1:53.199,21,33
378,44,0,1:32.190,22,33
379,7,9.662,1:33.467,22,33
380,77,20.746,1:32.231,22,33
381,5,36.560,1:32.308,22,33
382,33,39.967,1:32.886,22,33
383,27,41.092,1:35.715,22,33
384,11,50.287,1:34.582,22,33
385,3,52.361,1:33.948,22,33
386,2,53.349,1:35.958,22,33
387,19,57.434,1:34.749,22,33
388,8,61.014,1:34.931,22,33
389,18,PIT,1:34.573,22,33
390,20,65.029,1:35.024,22,33
391,31,67.303,1:34.201,22,33
392,9,68.226,1:36.319,22,33
393,94,70.548,1:35.968,22,33
394,26,80.748,1:35.783,22,33
395,14,81.563,1:34.263,22,33
396,44,0,1:32.437,23,33
397,7,10.624,1:33.399,23,33
398,77,20.475,1:32.166,23,33
399,5,36.757,1:32.634,23,33
400,33,40.296,1:32.766,23,33
401,27,43.873,1:35.218,23,33
402,11,PIT,1:34.228,23,33
403,3,54.256,1:34.332,23,33
404,2,56.522,1:35.610,23,33
405,19,60.386,1:35.389,23,33
406,8,PIT,1:34.422,23,33
407,20,67.514,1:34.922,23,33
408,31,69.300,1:34.434,23,33
409,9,71.417,1:35.628,23,33
410,94,74.240,1:36.129,23,33
411,14,83.857,1:34.731,23,33
412,26,85.077,1:36.766,23,33
413,18,86.028,1:56.126,23,33
414,44,0,1:33.098,24,33
415,7,PIT,1:33.511,24,33
416,77,19.571,1:32.194,24,33
417,5,35.988,1:32.329,24,33
418,33,39.965,1:32.767,24,33
419,27,PIT,1:34.239,24,33
420,3,55.148,1:33.990,24,33
421,2,58.394,1:34.970,24,33
422,19,62.437,1:35.149,24,33
423,20,69.190,1:34.774,24,33
424,31,70.690,1:34.488,24,33
425,11,72.652,1:53.672,24,33
426,9,74.760,1:36.441,24,33
427,94,76.962,1:35.820,24,33
428,8,83.700,1:53.799,24,33
429,14,85.287,1:34.528,24,33
430,18,87.635,1:34.705,24,33
431,26,88.957,1:36.978,24,33
432,44,PIT,1:32.410,25,33
433,77,19.362,1:32.201,25,33
434,7,31.095,1:52.468,25,33
435,5,35.756,1:32.178,25,33
436,33,40.369,1:32.814,25,33
437,3,56.574,1:33.836,25,33
438,2,61.148,1:35.164,25,33
439,19,PIT,1:34.160,25,33
440,27,69.096,1:56.492,25,33
441,20,71.429,1:34.649,25,33
442,31,72.984,1:34.704,25,33
443,11,73.883,1:33.641,25,33
444,9,77.909,1:35.559,25,33
445,94,80.371,1:35.819,25,33
446,8,84.720,1:33.430,25,33
447,14,87.335,1:34.458,25,33
448,18,89.729,1:34.504,25,33
449,26,93.355,1:36.808,25,33
450,44,0,1:50.994,26,33
451,77,1.887,1:33.519,26,33
452,7,12.004,1:31.903,26,33
453,5,16.900,1:32.138,26,33
454,33,22.216,1:32.841,26,33
455,3,39.418,1:33.838,26,33
456,2,PIT,1:34.824,26,33
457,27,51.734,1:33.632,26,33
458,20,55.160,1:34.725,26,33
459,31,56.133,1:34.143,26,33
460,11,56.672,1:33.783,26,33
461,9,62.310,1:35.395,26,33
462,94,64.886,1:35.509,26,33
463,19,65.589,1:52.396,26,33
464,8,67.941,1:34.215,26,33
465,14,70.825,1:34.484,26,33
466,18,73.417,1:34.682,26,33
467,26,78.959,1:36.598,26,33
468,44,0,1:31.529,27,33
469,77,2.816,1:32.458,27,33
470,7,12.844,1:32.369,27,33
471,5,17.533,1:32.162,27,33
472,33,23.800,1:33.113,27,33
473,3,42.036,1:34.147,27,33
474,27,54.057,1:33.852,27,33
475,20,58.307,1:34.676,27,33
476,31,59.020,1:34.416,27,33
477,11,59.861,1:34.718,27,33
478,9,66.242,1:35.461,27,33
479,19,67.817,1:33.757,27,33
480,2,69.421,1:55.972,27,33
481,8,71.443,1:35.031,27,33
482,94,72.062,1:38.705,27,33
483,14,74.174,1:34.878,27,33
484,18,76.486,1:34.598,27,33
485,26,PIT,1:35.615,27,33
486,44,0,1:32.255,28,33
487,77,3.341,1:32.780,28,33
488,7,12.823,1:32.234,28,33
489,5,17.427,1:32.149,28,33
490,33,24.546,1:33.001,28,33
491,3,43.637,1:33.856,28,33
492,27,55.474,1:33.672,28,33
493,20,60.527,1:34.475,28,33
494,31,61.421,1:34.656,28,33
495,11,62.028,1:34.422,28,33
496,19,69.425,1:33.863,28,33
497,9,PIT,1:35.867,28,33
498,2,71.008,1:33.842,28,33
499,8,73.477,1:34.289,28,33
500,94,76.203,1:36.396,28,33
501,14,76.924,1:35.005,28,33
502,18,78.739,1:34.508,28,33
503,44,0,1:31.858,29,33
504,77,4.035,1:32.552,29,33
505,7,14.020,1:33.055,29,33
506,26,1 LAP,1:56.874,29,33
507,5,18.300,1:32.731,29,33
508,33,25.787,1:33.099,29,33
509,3,45.822,1:34.043,29,33
510,27,57.074,1:33.458,29,33
511,20,62.985,1:34.316,29,33
512,31,64.058,1:34.495,29,33
513,11,64.809,1:34.639,29,33
514,19,71.338,1:33.771,29,33
515,2,73.067,1:33.917,29,33
516,8,75.560,1:33.941,29,33
517,14,80.113,1:35.047,29,33
518,18,81.442,1:34.561,29,33
519,94,82.628,1:38.283,29,33
520,44,0,1:32.745,30,33
521,9,1 LAP,1:56.235,30,33
522,77,4.288,1:32.998,30,33
523,7,13.921,1:32.646,30,33
524,26,1 LAP,1:33.594,30,33
525,5,18.397,1:32.842,30,33
526,33,26.157,1:33.115,30,33
527,3,47.440,1:34.363,30,33
528,27,57.728,1:33.399,30,33
529,20,64.761,1:34.521,30,33
530,31,65.587,1:34.274,30,33
531,11,66.307,1:34.243,30,33
532,19,72.274,1:33.681,30,33
533,2,74.006,1:33.684,30,33
534,8,76.882,1:34.067,30,33
535,14,81.837,1:34.469,30,33
536,18,82.979,1:34.282,30,33
537,94,87.466,1:37.583,30,33
538,44,0,1:31.771,31,33
539,9,1 LAP,1:33.119,31,33
540,77,5.488,1:32.971,31,33
541,7,14.347,1:32.197,31,33
542,5,19.340,1:32.714,31,33
543,26,1 LAP,1:35.712,31,33
544,33,27.264,1:32.878,31,33
545,3,50.029,1:34.360,31,33
546,27,59.398,1:33.441,31,33
547,20,67.055,1:34.065,31,33
548,31,68.124,1:34.308,31,33
549,11,68.802,1:34.266,31,33
550,19,74.386,1:33.883,31,33
551,2,76.019,1:33.784,31,33
552,8,79.247,1:34.136,31,33
553,18,85.207,1:33.999,31,33
554,14,86.538,1:36.472,31,33
555,94,PIT,1:36.748,31,33
556,44,0,1:32.644,32,33
557,9,1 LAP,1:33.710,32,33
558,77,PIT,1:32.286,32,33
559,7,14.158,1:32.455,32,33
560,5,19.065,1:32.369,32,33
561,26,1 LAP,1:33.714,32,33
562,33,27.263,1:32.643,32,33
563,3,PIT,1:34.025,32,33
564,27,60.224,1:33.470,32,33
565,20,68.475,1:34.064,32,33
566,31,69.765,1:34.285,32,33
567,11,70.597,1:34.439,32,33
568,19,75.383,1:33.641,32,33
569,2,77.271,1:33.896,32,33
570,8,80.612,1:34.009,32,33
571,18,86.838,1:34.275,32,33
572,44,0,1:32.857,33,33
573,9,1 LAP,1:33.801,33,33
574,14,PIT,1:48.564,33,33
575,7,13.826,1:32.525,33,33
576,5,18.489,1:32.281,33,33
577,26,1 LAP,1:34.173,33,33
578,77,23.990,1:51.717,33,33
579,94,1 LAP,1:59.570,33,33
580,33,27.703,1:33.297,33,33
581,27,60.461,1:33.094,33,33
582,20,69.670,1:34.052,33,33
583,31,71.160,1:34.252,33,33
584,11,71.903,1:34.163,33,33
585,3,72.215,1:53.662,33,33
586,19,76.301,1:33.775,33,33
587,2,78.416,1:34.002,33,33
588,8,81.904,1:34.149,33,33
589,18,88.047,1:34.066,33,33
590,44,0,1:32.717,34,33
591,9,1 LAP,1:33.807,34,33
592,7,13.165,1:32.056,34,33
593,5,18.030,1:32.258,34,33
594,77,22.395,1:31.122,34,33
595,26,1 LAP,1:35.136,34,33
596,33,27.766,1:32.780,34,33
597,94,1 LAP,1:35.630,34,33
598,27,60.855,1:33.111,34,33
599,20,71.487,1:34.534,34,33
600,3,72.435,1:32.937,34,33
601,31,73.458,1:35.015,34,33
602,11,74.157,1:34.971,34,33
603,19,77.397,1:33.813,34,33
604,2,79.550,1:33.851,34,33
605,8,83.169,1:33.982,34,33
606,18,89.384,1:34.054,34,33
607,44,0,1:32.865,35,33
608,9,1 LAP,1:33.773,35,33
609,7,12.455,1:32.155,35,33
610,5,17.185,1:32.020,35,33
611,77,20.589,1:31.059,35,33
612,26,1 LAP,1:34.108,35,33
613,33,27.818,1:32.917,35,33
614,94,1 LAP,1:33.342,35,33
615,27,61.356,1:33.366,35,33
616,3,72.429,1:32.859,35,33
617,20,74.385,1:35.763,35,33
618,31,75.136,1:34.543,35,33
619,11,75.731,1:34.439,35,33
620,19,78.330,1:33.798,35,33
621,2,80.512,1:33.827,35,33
622,8,84.354,1:34.050,35,33
623,18,90.526,1:34.007,35,33
624,44,0,1:32.578,36,33
625,9,1 LAP,1:33.992,36,33
626,7,12.018,1:32.141,36,33
627,5,16.577,1:31.970,36,33
628,77,19.698,1:31.687,36,33
629,33,27.652,1:32.412,36,33
630,26,1 LAP,1:35.892,36,33
631,94,1 LAP,1:33.769,36,33
632,27,61.697,1:32.919,36,33
633,3,72.301,1:32.450,36,33
634,20,76.171,1:34.364,36,33
635,31,77.177,1:34.619,36,33
636,11,77.771,1:34.618,36,33
637,19,79.334,1:33.582,36,33
638,2,81.608,1:33.674,36,33
639,8,85.644,1:33.868,36,33
640,44,0,1:32.038,37,33
641,18,1 LAP,1:35.265,37,33
642,9,1 LAP,1:33.840,37,33
643,7,12.000,1:32.020,37,33
644,5,16.494,1:31.955,37,33
645,77,19.513,1:31.853,37,33
646,33,27.892,1:32.278,37,33
647,26,1 LAP,1:33.773,37,33
648,94,1 LAP,1:33.915,37,33
649,27,62.477,1:32.818,37,33
650,3,72.290,1:32.027,37,33
651,20,PIT,1:33.391,37,33
652,31,79.324,1:34.185,37,33
653,11,80.165,1:34.432,37,33
654,19,81.217,1:33.921,37,33
655,2,83.496,1:33.926,37,33
656,44,0,1:31.421,38,33
657,18,1 LAP,1:34.140,38,33
658,7,12.525,1:31.946,38,33
659,9,1 LAP,1:35.177,38,33
660,5,16.945,1:31.872,38,33
661,77,19.675,1:31.583,38,33
662,33,28.644,1:32.173,38,33
663,26,1 LAP,1:33.925,38,33
664,94,1 LAP,1:34.039,38,33
665,27,63.701,1:32.645,38,33
666,3,72.867,1:31.998,38,33
667,31,81.888,1:33.985,38,33
668,11,82.617,1:33.873,38,33
669,19,83.680,1:33.884,38,33
670,2,85.939,1:33.864,38,33
671,8,89.345,1:33.521,38,33
672,44,0,1:31.743,39,33
673,18,1 LAP,1:34.522,39,33
674,20,1 LAP,1:52.973,39,33
675,7,12.822,1:32.040,39,33
676,9,1 LAP,1:33.979,39,33
677,5,17.389,1:32.187,39,33
678,77,20.008,1:32.076,39,33
679,33,29.394,1:32.493,39,33
680,26,1 LAP,1:33.636,39,33
681,94,1 LAP,1:34.009,39,33
682,27,64.551,1:32.593,39,33
683,3,73.150,1:32.026,39,33
684,31,83.666,1:33.521,39,33
685,11,84.454,1:33.580,39,33
686,19,85.499,1:33.562,39,33
687,2,88.033,1:33.837,39,33
688,44,0,1:32.214,40,33
689,8,1 LAP,1:36.012,40,33
690,20,1 LAP,1:32.879,40,33
691,18,1 LAP,1:35.861,40,33
692,7,12.837,1:32.229,40,33
693,5,17.510,1:32.335,40,33
694,77,19.710,1:31.916,40,33
695,9,1 LAP,1:36.965,40,33
696,33,29.754,1:32.574,40,33
697,26,1 LAP,1:33.849,40,33
698,94,1 LAP,1:34.056,40,33
699,27,65.173,1:32.836,40,33
700,3,72.889,1:31.953,40,33
701,31,85.097,1:33.645,40,33
702,11,85.897,1:33.657,40,33
703,19,87.147,1:33.862,40,33
704,44,0,1:31.779,46,33
705,8,1 LAP,1:34.051,46,33
706,20,1 LAP,1:32.925,46,33
707,7,13.339,1:32.281,46,33
708,18,1 LAP,1:36.129,46,33
709,5,18.810,1:33.079,46,33
710,77,20.004,1:32.073,46,33
711,9,1 LAP,1:34.210,46,33
712,33,30.872,1:32.897,46,33
713,26,1 LAP,1:34.121,46,33
714,94,1 LAP,1:34.169,46,33
715,27,66.206,1:32.812,46,33
716,3,73.234,1:32.124,46,33
717,31,86.926,1:33.608,46,33
718,11,87.745,1:33.627,46,33
719,19,89.043,1:33.675,46,33
720,44,0,1:32.162,47,33
721,2,1 LAP,1:35.362,47,33
722,8,1 LAP,1:34.162,47,33
723,20,1 LAP,1:32.683,47,33
724,7,13.126,1:31.949,47,33
725,18,1 LAP,1:34.618,47,33
726,5,20.145,1:33.497,47,33
727,77,20.766,1:32.924,47,33
728,9,1 LAP,1:34.182,47,33
729,33,31.822,1:33.112,47,33
730,26,1 LAP,1:33.950,47,33
731,94,1 LAP,1:33.733,47,33
732,27,66.679,1:32.635,47,33
733,3,73.071,1:31.999,47,33
734,31,88.457,1:33.693,47,33
735,11,89.087,1:33.504,47,33
736,44,0,1:32.340,48,33
737,2,1 LAP,1:33.962,48,33
738,8,1 LAP,1:33.937,48,33
739,20,1 LAP,1:32.699,48,33
740,7,12.679,1:31.893,48,33
741,18,PIT,1:34.340,48,33
742,77,20.761,1:32.335,48,33
743,5,22.065,1:34.260,48,33
744,9,1 LAP,1:33.912,48,33
745,33,32.380,1:32.898,48,33
746,26,1 LAP,1:33.748,48,33
747,94,1 LAP,1:34.070,48,33
748,27,66.916,1:32.577,48,33
749,3,72.616,1:31.885,48,33
750,31,89.699,1:33.582,48,33
751,11,90.443,1:33.696,48,33
752,44,0,1:32.637,49,33
753,2,1 LAP,1:33.464,49,33
754,8,PIT,1:33.519,49,33
755,20,1 LAP,1:32.902,49,33
756,7,11.559,1:31.517,49,33
757,77,19.201,1:31.077,49,33
758,5,23.589,1:34.161,49,33
759,9,1 LAP,1:34.011,49,33
760,33,32.653,1:32.910,49,33
761,18,1 LAP,1:53.308,49,33
762,26,1 LAP,1:33.882,49,33
763,94,1 LAP,1:34.056,49,33
764,27,67.404,1:33.125,49,33
765,3,71.923,1:31.944,49,33
766,31,90.786,1:33.724,49,33
767,11,91.682,1:33.876,49,33
768,44,0,1:32.640,50,33
769,19,1 LAP,1:35.442,50,33
770,2,1 LAP,1:33.534,50,33
771,7,10.854,1:31.935,50,33
772,20,1 LAP,1:35.447,50,33
