,NO,STOP,race_id,year,race_in_year,track
0,3,2,11,2016,5, Monte-Carlo
1,5,2,11,2016,5, Monte-Carlo
2,8,2,11,2016,5, Monte-Carlo
3,11,2,11,2016,5, Monte-Carlo
4,14,2,11,2016,5, Monte-Carlo
5,19,2,11,2016,5, Monte-Carlo
6,21,2,11,2016,5, Monte-Carlo
7,22,2,11,2016,5, Monte-Carlo
8,27,2,11,2016,5, Monte-Carlo
9,44,1,11,2016,5, Monte-Carlo
10,55,2,11,2016,5, Monte-Carlo
11,77,3,11,2016,5, Monte-Carlo
12,88,3,11,2016,5, Monte-Carlo
13,94,1,11,2016,5, Monte-Carlo
