,NO,STOP,race_id
0,3,3,6
1,6,3,6
2,7,3,6
3,8,3,6
4,9,2,6
5,11,3,6
6,12,3,6
7,19,2,6
8,20,3,6
9,26,3,6
10,27,4,6
11,33,3,6
12,44,3,6
13,47,3,6
14,77,3,6
15,88,3,6
16,94,3,6
