,NO,STOP,race_id
0,2,1,26
1,5,1,26
2,7,1,26
3,8,1,26
4,9,1,26
5,10,1,26
6,11,1,26
7,14,1,26
8,18,3,26
9,19,1,26
10,20,1,26
11,27,1,26
12,28,1,26
13,31,1,26
14,33,1,26
15,44,1,26
16,77,1,26
17,94,1,26
